mgi_symbol	gene_id	gene_name
Fchsd2	ENSMUSG00000030691	FCHSD2
Fcmr	ENSMUSG00000042474	FCMR
Fcnb	ENSMUSG00000026835	FCN1
Fcrl1	ENSMUSG00000059994	FCRL1
Fcrl5	ENSMUSG00000048031	FCRL5
Fcrla	ENSMUSG00000038421	FCRLA
Fcrlb	ENSMUSG00000070524	FCRLB
Fcrls	ENSMUSG00000015852	FCRL2
Fcsk	ENSMUSG00000033703	FCSK
Fdft1	ENSMUSG00000021273	FDFT1
Fdps	ENSMUSG00000059743	FDPS
Fdx1	ENSMUSG00000032051	FDX1
Fdx2	ENSMUSG00000079677	FDX2
Fdxacb1	ENSMUSG00000037845	FDXACB1
Fech	ENSMUSG00000024588	FECH
Fem1a	ENSMUSG00000043683	FEM1A
Fem1al	ENSMUSG00000078157	FEM1A
Fem1b	ENSMUSG00000032244	FEM1B
Fem1c	ENSMUSG00000033319	FEM1C
Fen1	ENSMUSG00000024742	FEN1
Fer	ENSMUSG00000000127	FER
Fer1l5	ENSMUSG00000037432	FER1L5
Fer1l6	ENSMUSG00000037106	FER1L6
Ferd3l	ENSMUSG00000046518	FERD3L
Fermt1	ENSMUSG00000027356	FERMT1
Fermt2	ENSMUSG00000037712	FERMT2
Fermt3	ENSMUSG00000024965	FERMT3
Fes	ENSMUSG00000053158	FES
Fetub	ENSMUSG00000022871	FETUB
Fev	ENSMUSG00000055197	FEV
Fez1	ENSMUSG00000032118	FEZ1
Fez2	ENSMUSG00000056121	FEZ2
Fezf1	ENSMUSG00000029697	FEZF1
Fezf2	ENSMUSG00000021743	FEZF2
Ffar1	ENSMUSG00000044453	FFAR1
Ffar2	ENSMUSG00000051314	FFAR2
Ffar3	ENSMUSG00000019429	FFAR3
Ffar3	ENSMUSG00000019429	GPR42
Ffar4	ENSMUSG00000054200	FFAR4
Fgb	ENSMUSG00000033831	FGB
Fgd1	ENSMUSG00000025265	FGD1
Fgd2	ENSMUSG00000024013	FGD2
Fgd3	ENSMUSG00000037946	FGD3
Fgd4	ENSMUSG00000022788	FGD4
Fgd5	ENSMUSG00000034037	FGD5
Fgd6	ENSMUSG00000020021	FGD6
Fgf1	ENSMUSG00000036585	FGF1
Fgf10	ENSMUSG00000021732	FGF10
Fgf11	ENSMUSG00000042826	FGF11
Fgf12	ENSMUSG00000022523	FGF12
Fgf13	ENSMUSG00000031137	FGF13
Fgf14	ENSMUSG00000025551	FGF14
Fgf15	ENSMUSG00000031073	FGF19
Fgf16	ENSMUSG00000031230	FGF16
Fgf17	ENSMUSG00000022101	FGF17
Fgf18	ENSMUSG00000057967	FGF18
Fgf2	ENSMUSG00000037225	FGF2
Fgf20	ENSMUSG00000031603	FGF20
Fgf21	ENSMUSG00000030827	FGF21
Fgf22	ENSMUSG00000020327	FGF22
Fgf23	ENSMUSG00000000182	FGF23
Fgf3	ENSMUSG00000031074	FGF3
Fgf4	ENSMUSG00000050917	FGF4
Fgf5	ENSMUSG00000029337	FGF5
Fgf6	ENSMUSG00000000183	FGF6
Fgf7	ENSMUSG00000027208	FGF7
Fgf8	ENSMUSG00000025219	FGF8
Fgf9	ENSMUSG00000021974	FGF9
Fgfbp1	ENSMUSG00000048373	FGFBP1
Fgfbp3	ENSMUSG00000047632	FGFBP3
Fgfr1	ENSMUSG00000031565	FGFR1
Fgfr1op2	ENSMUSG00000040242	FGFR1OP2
Fgfr2	ENSMUSG00000030849	FGFR2
Fgfr3	ENSMUSG00000054252	FGFR3
Fgfr4	ENSMUSG00000005320	FGFR4
Fgfrl1	ENSMUSG00000008090	FGFRL1
Fgg	ENSMUSG00000033860	FGG
Fggy	ENSMUSG00000028573	FGGY
Fgl1	ENSMUSG00000031594	FGL1
Fgl2	ENSMUSG00000039899	FGL2
Fgr	ENSMUSG00000028874	FGR
Fh1	ENSMUSG00000026526	FH
Fhad1	ENSMUSG00000051435	FHAD1
Fhdc1	ENSMUSG00000041842	FHDC1
Fhit	ENSMUSG00000060579	FHIT
Fhl2	ENSMUSG00000008136	FHL2
Fhl3	ENSMUSG00000032643	FHL3
Fhl4	ENSMUSG00000050035	FHL1
Fhl5	ENSMUSG00000028259	FHL5
Fhod1	ENSMUSG00000014778	FHOD1
Fhod3	ENSMUSG00000034295	FHOD3
Fibcd1	ENSMUSG00000026841	FIBCD1
Fibin	ENSMUSG00000074971	FIBIN
Fibp	ENSMUSG00000024911	FIBP
Ficd	ENSMUSG00000053334	FICD
Fig4	ENSMUSG00000038417	FIG4
Figla	ENSMUSG00000030001	FIGLA
Fign	ENSMUSG00000075324	FIGN
Fignl1	ENSMUSG00000035455	FIGNL1
Fignl2	ENSMUSG00000095440	FIGNL2
Filip1	ENSMUSG00000034898	FILIP1
Filip1l	ENSMUSG00000043336	FILIP1L
Fis1	ENSMUSG00000019054	FIS1
Fitm1	ENSMUSG00000022215	FITM1
Fitm2	ENSMUSG00000048486	FITM2
Fiz1	ENSMUSG00000061374	FIZ1
Fjx1	ENSMUSG00000075012	FJX1
Fkbp10	ENSMUSG00000001555	FKBP10
Fkbp11	ENSMUSG00000003355	FKBP11
Fkbp14	ENSMUSG00000038074	FKBP14
Fkbp15	ENSMUSG00000066151	FKBP15
Fkbp1a	ENSMUSG00000032966	FKBP1C
Fkbp1a	ENSMUSG00000032966	FKBP1A
Fkbp1b	ENSMUSG00000020635	FKBP1B
Fkbp3	ENSMUSG00000020949	FKBP3
Fkbp4	ENSMUSG00000030357	FKBP4
Fkbp5	ENSMUSG00000024222	FKBP5
Fkbp6	ENSMUSG00000040013	FKBP6
Fkbp7	ENSMUSG00000002732	FKBP7
Fkbp8	ENSMUSG00000019428	FKBP8
Fkbp9	ENSMUSG00000029781	FKBP9
Fkbpl	ENSMUSG00000033739	FKBPL
Fkrp	ENSMUSG00000048920	FKRP
Fktn	ENSMUSG00000028414	FKTN
Flacc1	ENSMUSG00000047528	FLACC1
Flad1	ENSMUSG00000042642	FLAD1
Flcn	ENSMUSG00000032633	FLCN
Flg	ENSMUSG00000102439	FLG
Flg2	ENSMUSG00000049133	FLG2
Fli1	ENSMUSG00000016087	FLI1
Flii	ENSMUSG00000002812	FLII
Flna	ENSMUSG00000031328	FLNA
Flnb	ENSMUSG00000025278	FLNB
Flnc	ENSMUSG00000068699	FLNC
Flot1	ENSMUSG00000059714	FLOT1
Flot2	ENSMUSG00000061981	FLOT2
Flrt1	ENSMUSG00000047787	FLRT1
Flrt2	ENSMUSG00000047414	FLRT2
Flrt3	ENSMUSG00000051379	FLRT3
Flt1	ENSMUSG00000029648	FLT1
Flt3	ENSMUSG00000042817	FLT3
Flt3l	ENSMUSG00000110206	FLT3LG
Flt4	ENSMUSG00000020357	FLT4
Flvcr1	ENSMUSG00000066595	FLVCR1
Flvcr2	ENSMUSG00000034258	FLVCR2
Flywch1	ENSMUSG00000040097	FLYWCH1
Flywch2	ENSMUSG00000023911	FLYWCH2
Fmc1	ENSMUSG00000019689	FMC1
Fmn1	ENSMUSG00000044042	FMN1
Fmn2	ENSMUSG00000028354	FMN2
Fmnl1	ENSMUSG00000055805	FMNL1
Fmnl2	ENSMUSG00000036053	FMNL2
Fmnl3	ENSMUSG00000023008	FMNL3
Fmo1	ENSMUSG00000040181	FMO1
Fmo2	ENSMUSG00000040170	FMO2
Fmo3	ENSMUSG00000026691	FMO3
Fmo4	ENSMUSG00000026692	FMO4
Fmo5	ENSMUSG00000028088	FMO5
Fmod	ENSMUSG00000041559	FMOD
Fmr1	ENSMUSG00000000838	FMR1
Fmr1nb	ENSMUSG00000062170	FMR1NB
Fn1	ENSMUSG00000026193	FN1
Fn3k	ENSMUSG00000025175	FN3K
Fn3krp	ENSMUSG00000039253	FN3KRP
Fnbp1	ENSMUSG00000075415	FNBP1
Fnbp1l	ENSMUSG00000039735	FNBP1L
Fnbp4	ENSMUSG00000008200	FNBP4
Fndc1	ENSMUSG00000071984	FNDC1
Fndc10	ENSMUSG00000074738	FNDC10
Fndc11	ENSMUSG00000047841	FNDC11
Fndc3a	ENSMUSG00000033487	FNDC3A
Fndc3b	ENSMUSG00000039286	FNDC3B
Fndc4	ENSMUSG00000038552	FNDC4
Fndc5	ENSMUSG00000001334	FNDC5
Fndc7	ENSMUSG00000045326	FNDC7
Fndc8	ENSMUSG00000018844	FNDC8
Fndc9	ENSMUSG00000048721	FNDC9
Fnip1	ENSMUSG00000035992	FNIP1
Fnip2	ENSMUSG00000061175	FNIP2
Fnta	ENSMUSG00000015994	FNTA
Fntb	ENSMUSG00000033373	CHURC1-FNTB
Fntb	ENSMUSG00000033373	FNTB
Focad	ENSMUSG00000038368	FOCAD
Folh1	ENSMUSG00000001773	FOLH1
Folr1	ENSMUSG00000001827	FOLR1
Folr2	ENSMUSG00000032725	FOLR3
Folr2	ENSMUSG00000032725	FOLR2
Fos	ENSMUSG00000021250	FOS
Fosb	ENSMUSG00000003545	FOSB
Fosl1	ENSMUSG00000024912	FOSL1
Fosl2	ENSMUSG00000029135	FOSL2
Foxa1	ENSMUSG00000035451	FOXA1
Foxa2	ENSMUSG00000037025	FOXA2
Foxa3	ENSMUSG00000040891	FOXA3
Foxb1	ENSMUSG00000059246	FOXB1
Foxb2	ENSMUSG00000056829	FOXB2
Foxc1	ENSMUSG00000050295	FOXC1
Foxc2	ENSMUSG00000046714	FOXC2
Foxd1	ENSMUSG00000078302	FOXD1
Foxd2	ENSMUSG00000055210	FOXD2
Foxd3	ENSMUSG00000067261	FOXD3
Foxd4	ENSMUSG00000051490	FOXD4L6
Foxd4	ENSMUSG00000051490	FOXD4L5
Foxd4	ENSMUSG00000051490	FOXD4L4
Foxd4	ENSMUSG00000051490	FOXD4L1
Foxd4	ENSMUSG00000051490	FOXD4L3
Foxd4	ENSMUSG00000051490	FOXD4
Foxe1	ENSMUSG00000070990	FOXE1
Foxe3	ENSMUSG00000044518	FOXE3
Foxf1	ENSMUSG00000042812	FOXF1
Foxf2	ENSMUSG00000038402	FOXF2
Foxg1	ENSMUSG00000020950	FOXG1
Foxh1	ENSMUSG00000033837	FOXH1
Foxi1	ENSMUSG00000047861	FOXI1
Foxi2	ENSMUSG00000048377	FOXI2
Foxi3	ENSMUSG00000055874	FOXI3
Foxj1	ENSMUSG00000034227	FOXJ1
Foxj2	ENSMUSG00000003154	FOXJ2
Foxj3	ENSMUSG00000032998	FOXJ3
Foxk1	ENSMUSG00000056493	FOXK1
Foxk2	ENSMUSG00000039275	FOXK2
Foxl1	ENSMUSG00000097084	FOXL1
Foxl2	ENSMUSG00000050397	FOXL2
Foxl3	ENSMUSG00000094504	FOXL3
Foxm1	ENSMUSG00000001517	FOXM1
Foxn1	ENSMUSG00000002057	FOXN1
Foxn2	ENSMUSG00000034998	FOXN2
Foxn3	ENSMUSG00000033713	FOXN3
Foxn4	ENSMUSG00000042002	FOXN4
Foxo1	ENSMUSG00000044167	FOXO1
Foxo3	ENSMUSG00000048756	FOXO3
Foxo4	ENSMUSG00000042903	FOXO4
Foxo6	ENSMUSG00000052135	FOXO6
Foxp1	ENSMUSG00000030067	FOXP1
Foxp2	ENSMUSG00000029563	FOXP2
Foxp3	ENSMUSG00000039521	FOXP3
Foxp4	ENSMUSG00000023991	FOXP4
Foxq1	ENSMUSG00000038415	FOXQ1
Foxr1	ENSMUSG00000074397	FOXR1
Foxr2	ENSMUSG00000071665	FOXR2
Foxred1	ENSMUSG00000039048	FOXRED1
Foxred2	ENSMUSG00000016552	FOXRED2
Foxs1	ENSMUSG00000074676	FOXS1
Fpgs	ENSMUSG00000009566	FPGS
Fpgt	ENSMUSG00000053870	FPGT
Fpr1	ENSMUSG00000045551	FPR1
Fpr2	ENSMUSG00000052270	FPR2
Fpr3	ENSMUSG00000079700	FPR2
Fra10ac1	ENSMUSG00000054237	FRA10AC1
Fras1	ENSMUSG00000034687	FRAS1
Frat1	ENSMUSG00000067199	FRAT1
Frat2	ENSMUSG00000047604	FRAT2
Frem1	ENSMUSG00000059049	FREM1
Frem2	ENSMUSG00000037016	FREM2
Frem3	ENSMUSG00000042353	FREM3
Frg1	ENSMUSG00000031590	FRG1
Frg2f1	ENSMUSG00000087385	FRG2
Frg2f1	ENSMUSG00000087385	FRG2B
Frg2f1	ENSMUSG00000087385	FRG2C
Frk	ENSMUSG00000019779	FRK
Frmd3	ENSMUSG00000049122	FRMD3
Frmd4a	ENSMUSG00000026657	FRMD4A
Frmd4b	ENSMUSG00000030064	FRMD4B
Frmd5	ENSMUSG00000027238	FRMD5
Frmd6	ENSMUSG00000048285	FRMD6
Frmd7	ENSMUSG00000036131	FRMD7
Frmd8	ENSMUSG00000024816	FRMD8
Frmpd1	ENSMUSG00000035615	FRMPD1
Frmpd2	ENSMUSG00000108841	FRMPD2
Frmpd3	ENSMUSG00000042425	FRMPD3
Frmpd4	ENSMUSG00000049176	FRMPD4
Frrs1	ENSMUSG00000033386	FRRS1
Frrs1l	ENSMUSG00000045589	FRRS1L
Frs2	ENSMUSG00000020170	FRS2
Frs3	ENSMUSG00000023266	FRS3
Fry	ENSMUSG00000056602	FRY
Fryl	ENSMUSG00000070733	FRYL
Frzb	ENSMUSG00000027004	FRZB
Fsbp	ENSMUSG00000094595	FSBP
Fscb	ENSMUSG00000043060	FSCB
Fscn1	ENSMUSG00000029581	FSCN1
Fscn2	ENSMUSG00000025380	FSCN2
Fscn3	ENSMUSG00000029707	FSCN3
Fsd1	ENSMUSG00000011589	FSD1
Fsd1l	ENSMUSG00000054752	FSD1L
Fsd2	ENSMUSG00000038663	FSD2
Fshb	ENSMUSG00000027120	FSHB
Fshr	ENSMUSG00000032937	FSHR
Fsip1	ENSMUSG00000027344	FSIP1
Fsip2	ENSMUSG00000075249	FSIP2
Fst	ENSMUSG00000021765	FST
Fstl1	ENSMUSG00000022816	FSTL1
Fstl3	ENSMUSG00000020325	FSTL3
Fstl4	ENSMUSG00000036264	FSTL4
Fstl5	ENSMUSG00000034098	FSTL5
Ftcd	ENSMUSG00000001155	FTCD
Fth1	ENSMUSG00000024661	FTH1
Ftl1	ENSMUSG00000050708	FTL
Ftl1-ps1	ENSMUSG00000062382	FTL
Ftmt	ENSMUSG00000024510	FTMT
Fto	ENSMUSG00000055932	FTO
Ftsj1	ENSMUSG00000031171	FTSJ1
Ftsj3	ENSMUSG00000020706	FTSJ3
Fubp1	ENSMUSG00000028034	FUBP1
Fubp3	ENSMUSG00000026843	FUBP3
Fuca1	ENSMUSG00000028673	FUCA1
Fuca2	ENSMUSG00000019810	FUCA2
Fundc1	ENSMUSG00000025040	FUNDC1
Fundc2	ENSMUSG00000031198	FUNDC2
Fuom	ENSMUSG00000025466	FUOM
Furin	ENSMUSG00000030530	FURIN
Fus	ENSMUSG00000030795	FUS
Fut1	ENSMUSG00000008461	FUT1
Fut10	ENSMUSG00000046152	FUT10
Fut11	ENSMUSG00000039357	FUT11
Fut4	ENSMUSG00000049307	FUT4
Fut7	ENSMUSG00000036587	FUT7
Fut8	ENSMUSG00000021065	FUT8
Fut9	ENSMUSG00000055373	FUT9
Fuz	ENSMUSG00000011658	FUZ
Fxn	ENSMUSG00000059363	FXN
Fxr1	ENSMUSG00000027680	FXR1
Fxr2	ENSMUSG00000018765	FXR2
Fxyd1	ENSMUSG00000036570	FXYD1
Fxyd2	ENSMUSG00000059412	FXYD6-FXYD2
Fxyd2	ENSMUSG00000059412	FXYD2
Fxyd3	ENSMUSG00000057092	FXYD3
Fxyd4	ENSMUSG00000004988	FXYD4
Fxyd6	ENSMUSG00000066705	FXYD6
Fxyd7	ENSMUSG00000036578	FXYD7
Fyb	ENSMUSG00000022148	FYB1
Fyb2	ENSMUSG00000078612	FYB2
Fyco1	ENSMUSG00000025241	FYCO1
Fyn	ENSMUSG00000019843	FYN
Fyttd1	ENSMUSG00000022800	FYTTD1
Fzd1	ENSMUSG00000044674	FZD1
Fzd10	ENSMUSG00000081683	FZD10
Fzd2	ENSMUSG00000050288	FZD2
Fzd3	ENSMUSG00000007989	FZD3
Fzd4	ENSMUSG00000049791	FZD4
Fzd5	ENSMUSG00000045005	FZD5
Fzd6	ENSMUSG00000022297	FZD6
Fzd7	ENSMUSG00000041075	FZD7
Fzd8	ENSMUSG00000036904	FZD8
Fzd9	ENSMUSG00000049551	FZD9
Fzr1	ENSMUSG00000020235	FZR1
G0s2	ENSMUSG00000009633	G0S2
G2e3	ENSMUSG00000035293	G2E3
G3bp1	ENSMUSG00000018583	G3BP1
G3bp2	ENSMUSG00000029405	G3BP2
G6pc	ENSMUSG00000078650	G6PC1
G6pc2	ENSMUSG00000005232	G6PC2
G6pc3	ENSMUSG00000034793	G6PC3
G6pd2	ENSMUSG00000089992	G6PD
G6pdx	ENSMUSG00000031400	G6PD
Gaa	ENSMUSG00000025579	GAA
Gab1	ENSMUSG00000031714	GAB1
Gab2	ENSMUSG00000004508	GAB2
Gab3	ENSMUSG00000032750	GAB3
Gabarap	ENSMUSG00000018567	GABARAP
Gabarapl1	ENSMUSG00000030161	GABARAPL1
Gabarapl2	ENSMUSG00000031950	GABARAPL2
Gabbr1	ENSMUSG00000024462	GABBR1
Gabbr2	ENSMUSG00000039809	GABBR2
Gabpa	ENSMUSG00000008976	GABPA
Gabpb1	ENSMUSG00000027361	GABPB1
Gabpb2	ENSMUSG00000038766	GABPB2
Gabra1	ENSMUSG00000010803	GABRA1
Gabra2	ENSMUSG00000000560	GABRA2
Gabra3	ENSMUSG00000031343	GABRA3
Gabra4	ENSMUSG00000029211	GABRA4
Gabra5	ENSMUSG00000055078	GABRA5
Gabra6	ENSMUSG00000020428	GABRA6
Gabrb1	ENSMUSG00000029212	GABRB1
Gabrb2	ENSMUSG00000007653	GABRB2
Gabrb3	ENSMUSG00000033676	GABRB3
Gabrd	ENSMUSG00000029054	GABRD
Gabre	ENSMUSG00000031340	GABRE
Gabrg1	ENSMUSG00000001260	GABRG1
Gabrg2	ENSMUSG00000020436	GABRG2
Gabrg3	ENSMUSG00000055026	GABRG3
Gabrp	ENSMUSG00000020159	GABRP
Gabrq	ENSMUSG00000031344	GABRQ
Gabrr1	ENSMUSG00000028280	GABRR1
Gabrr2	ENSMUSG00000023267	GABRR2
Gabrr3	ENSMUSG00000074991	GABRR3
Gad1	ENSMUSG00000070880	GAD1
Gad2	ENSMUSG00000026787	GAD2
Gadd45a	ENSMUSG00000036390	GADD45A
Gadd45b	ENSMUSG00000015312	GADD45B
Gadd45g	ENSMUSG00000021453	GADD45G
Gadd45gip1	ENSMUSG00000033751	GADD45GIP1
Gadl1	ENSMUSG00000056880	GADL1
Gak	ENSMUSG00000062234	GAK
Gal	ENSMUSG00000024907	GAL
Gal3st1	ENSMUSG00000049721	GAL3ST1
Gal3st2	ENSMUSG00000094651	GAL3ST2
Gal3st2b	ENSMUSG00000093805	GAL3ST2
Gal3st2c	ENSMUSG00000073608	GAL3ST2
Gal3st3	ENSMUSG00000047658	GAL3ST3
Gal3st4	ENSMUSG00000075593	GAL3ST4
Galc	ENSMUSG00000021003	GALC
Gale	ENSMUSG00000028671	GALE
Galk1	ENSMUSG00000020766	GALK1
Galk2	ENSMUSG00000027207	GALK2
Galm	ENSMUSG00000035473	GALM
Galns	ENSMUSG00000015027	GALNS
Galnt1	ENSMUSG00000000420	GALNT1
Galnt10	ENSMUSG00000020520	GALNT10
Galnt11	ENSMUSG00000038072	GALNT11
Galnt12	ENSMUSG00000039774	GALNT12
Galnt13	ENSMUSG00000060988	GALNT13
Galnt14	ENSMUSG00000024064	GALNT14
Galnt15	ENSMUSG00000021903	GALNT15
Galnt16	ENSMUSG00000021130	GALNT16
Galnt17	ENSMUSG00000034040	GALNT17
Galnt18	ENSMUSG00000038296	GALNT18
Galnt2	ENSMUSG00000089704	GALNT2
Galnt3	ENSMUSG00000026994	GALNT3
Galnt4	ENSMUSG00000090035	POC1B-GALNT4
Galnt4	ENSMUSG00000090035	GALNT4
Galnt5	ENSMUSG00000026828	GALNT5
Galnt6	ENSMUSG00000037280	GALNT6
Galnt7	ENSMUSG00000031608	GALNT7
Galnt9	ENSMUSG00000033316	GALNT9
Galntl5	ENSMUSG00000028938	GALNTL5
Galntl6	ENSMUSG00000096914	GALNTL6
Galp	ENSMUSG00000034660	GALP
Galr1	ENSMUSG00000024553	GALR1
Galr2	ENSMUSG00000020793	GALR2
Galr3	ENSMUSG00000114755	GALR3
Galt	ENSMUSG00000036073	GALT
Gamt	ENSMUSG00000020150	GAMT
Gan	ENSMUSG00000052557	GAN
Ganab	ENSMUSG00000071650	GANAB
Ganc	ENSMUSG00000062646	GANC
Gap43	ENSMUSG00000047261	GAP43
Gapdh	ENSMUSG00000057666	GAPDH
Gapdhs	ENSMUSG00000061099	GAPDHS
Gapt	ENSMUSG00000046006	GAPT
Gapvd1	ENSMUSG00000026867	GAPVD1
Gar1	ENSMUSG00000028010	GAR1
Garem1	ENSMUSG00000042680	GAREM1
Garem2	ENSMUSG00000044576	GAREM2
Garnl3	ENSMUSG00000038860	GARNL3
Garre1	ENSMUSG00000066571	GARRE1
Gars	ENSMUSG00000029777	GARS1
Gart	ENSMUSG00000022962	GART
Gas1	ENSMUSG00000052957	GAS1
Gas2	ENSMUSG00000030498	GAS2
Gas2l1	ENSMUSG00000034201	GAS2L1
Gas2l2	ENSMUSG00000020686	GAS2L2
Gas2l3	ENSMUSG00000074802	GAS2L3
Gas6	ENSMUSG00000031451	GAS6
Gas7	ENSMUSG00000033066	GAS7
Gas8	ENSMUSG00000040220	GAS8
Gask1a	ENSMUSG00000038233	GASK1A
Gask1b	ENSMUSG00000027955	GASK1B
Gast	ENSMUSG00000017165	GAST
Gata1	ENSMUSG00000031162	GATA1
Gata2	ENSMUSG00000015053	GATA2
Gata3	ENSMUSG00000015619	GATA3
Gata4	ENSMUSG00000021944	GATA4
Gata5	ENSMUSG00000015627	GATA5
Gata6	ENSMUSG00000005836	GATA6
Gatad1	ENSMUSG00000007415	GATAD1
Gatad2a	ENSMUSG00000036180	GATAD2A
Gatad2b	ENSMUSG00000042390	GATAD2B
Gatb	ENSMUSG00000028085	GATB
Gatc	ENSMUSG00000029536	GATC
Gatd1	ENSMUSG00000051007	GATD1
Gatd3a	ENSMUSG00000053329	GATD3A
Gatd3a	ENSMUSG00000053329	GATD3B
Gatm	ENSMUSG00000027199	GATM
Gba	ENSMUSG00000028048	GBA
Gba2	ENSMUSG00000028467	GBA2
Gbe1	ENSMUSG00000022707	GBE1
Gbf1	ENSMUSG00000025224	GBF1
Gbgt1	ENSMUSG00000026829	GBGT1
Gbp10	ENSMUSG00000105096	GBP6
Gbp11	ENSMUSG00000092021	GBP6
Gbp2	ENSMUSG00000028270	GBP2
Gbp2b	ENSMUSG00000040264	GBP2
Gbp3	ENSMUSG00000028268	GBP4
Gbp4	ENSMUSG00000079363	GBP6
Gbp5	ENSMUSG00000105504	GBP5
Gbp6	ENSMUSG00000104713	GBP6
Gbp7	ENSMUSG00000040253	GBP4
Gbp8	ENSMUSG00000034438	GBP6
Gbp9	ENSMUSG00000029298	GBP6
Gbx1	ENSMUSG00000067724	GBX1
Gbx2	ENSMUSG00000034486	GBX2
Gc	ENSMUSG00000035540	GC
Gca	ENSMUSG00000026893	GCA
Gcat	ENSMUSG00000116378	GCAT
Gcat	ENSMUSG00000006378	GCAT
Gcc1	ENSMUSG00000029708	GCC1
Gcc2	ENSMUSG00000038039	GCC2
Gcdh	ENSMUSG00000003809	GCDH
Gcfc2	ENSMUSG00000035125	GCFC2
Gcg	ENSMUSG00000000394	GCG
Gcgr	ENSMUSG00000025127	GCGR
Gch1	ENSMUSG00000037580	GCH1
Gchfr	ENSMUSG00000046814	GCHFR
Gck	ENSMUSG00000041798	GCK
Gckr	ENSMUSG00000059434	GCKR
Gclc	ENSMUSG00000032350	GCLC
Gclm	ENSMUSG00000028124	GCLM
Gcm1	ENSMUSG00000023333	GCM1
Gcm2	ENSMUSG00000021362	GCM2
Gcn1	ENSMUSG00000041638	GCN1
Gcnt1	ENSMUSG00000038843	GCNT1
Gcnt2	ENSMUSG00000021360	GCNT2
Gcnt3	ENSMUSG00000032226	GCNT3
Gcnt4	ENSMUSG00000091387	GCNT4
Gcnt7	ENSMUSG00000074569	GCNT7
Gcsam	ENSMUSG00000022659	GCSAM
Gcsh	ENSMUSG00000034424	GCSH
Gda	ENSMUSG00000058624	GDA
Gdap1	ENSMUSG00000025777	GDAP1
Gdap1l1	ENSMUSG00000017943	GDAP1L1
Gdap2	ENSMUSG00000027865	GDAP2
Gde1	ENSMUSG00000033917	GDE1
Gdf1	ENSMUSG00000109523	GDF1
Gdf10	ENSMUSG00000021943	GDF10
Gdf11	ENSMUSG00000025352	GDF11
Gdf15	ENSMUSG00000038508	GDF15
Gdf2	ENSMUSG00000072625	GDF2
Gdf3	ENSMUSG00000030117	GDF3
Gdf5	ENSMUSG00000038259	GDF5
Gdf6	ENSMUSG00000051279	GDF6
Gdf7	ENSMUSG00000037660	GDF7
Gdf9	ENSMUSG00000018238	GDF9
Gdi1	ENSMUSG00000015291	GDI1
Gdi2	ENSMUSG00000021218	GDI2
Gdnf	ENSMUSG00000022144	GDNF
Gdpd1	ENSMUSG00000061666	GDPD1
Gdpd2	ENSMUSG00000019359	GDPD2
Gdpd3	ENSMUSG00000030703	GDPD3
Gdpd4	ENSMUSG00000035582	GDPD4
Gdpd5	ENSMUSG00000035314	GDPD5
Gdpgp1	ENSMUSG00000050973	GDPGP1
Gem	ENSMUSG00000028214	GEM
Gemin2	ENSMUSG00000060121	GEMIN2
Gemin4	ENSMUSG00000049396	GEMIN4
Gemin5	ENSMUSG00000037275	GEMIN5
Gemin6	ENSMUSG00000055760	GEMIN6
Gemin7	ENSMUSG00000044709	GEMIN7
Gemin8	ENSMUSG00000040621	GEMIN8
Gen1	ENSMUSG00000051235	GEN1
Get3	ENSMUSG00000052456	GET3
Get4	ENSMUSG00000025858	GET4
Gfap	ENSMUSG00000020932	GFAP
Gfer	ENSMUSG00000040888	GFER
Gfi1	ENSMUSG00000029275	GFI1
Gfi1b	ENSMUSG00000026815	GFI1B
Gfm1	ENSMUSG00000027774	GFM1
Gfm2	ENSMUSG00000021666	GFM2
Gfod1	ENSMUSG00000051335	GFOD1
Gfod2	ENSMUSG00000013150	GFOD2
Gfpt1	ENSMUSG00000029992	GFPT1
Gfpt2	ENSMUSG00000020363	GFPT2
Gfra1	ENSMUSG00000025089	GFRA1
Gfra2	ENSMUSG00000022103	GFRA2
Gfra3	ENSMUSG00000024366	GFRA3
Gfra4	ENSMUSG00000027316	GFRA4
Gfral	ENSMUSG00000059383	GFRAL
Gfus	ENSMUSG00000022570	GFUS
Gfy	ENSMUSG00000095276	GFY
Gga1	ENSMUSG00000033128	GGA1
Gga2	ENSMUSG00000030872	GGA2
Gga3	ENSMUSG00000020740	GGA3
Ggact	ENSMUSG00000041625	GGACT
Ggct	ENSMUSG00000002797	GGCT
Ggcx	ENSMUSG00000053460	GGCX
Ggh	ENSMUSG00000073987	GGH
Ggn	ENSMUSG00000031493	GGN
Ggnbp2	ENSMUSG00000020530	GGNBP2
Ggps1	ENSMUSG00000021302	GGPS1
Ggt1	ENSMUSG00000006345	GGTLC1
Ggt1	ENSMUSG00000006345	GGTLC3
Ggt1	ENSMUSG00000006345	GGTLC2
Ggt1	ENSMUSG00000006345	GGT1
Ggt1	ENSMUSG00000006345	GGT2
Ggt5	ENSMUSG00000006344	GGT5
Ggt6	ENSMUSG00000040471	GGT6
Ggt7	ENSMUSG00000027603	GGT7
Gh	ENSMUSG00000020713	GH1
Gh	ENSMUSG00000020713	GH2
Gh	ENSMUSG00000020713	CSHL1
Gh	ENSMUSG00000020713	CSH2
Gh	ENSMUSG00000020713	CSH1
Ghdc	ENSMUSG00000017747	GHDC
Ghitm	ENSMUSG00000041028	GHITM
