gene_name	gene_id
TWF1P2	ENSG00000225008
PHF10P1	ENSG00000228986
SRD5A2P1	ENSG00000230491
	ENSG00000224216
	ENSG00000248223
	ENSG00000272417
	ENSG00000230578
PLCXD3	ENSG00000182836
MIR1184-2	ENSG00000221190
MIR1184-3	ENSG00000221603
H2AB3	ENSG00000277745
ABCC12	ENSG00000140798
TMLHE-AS1	ENSG00000224533
LINC02289	ENSG00000258819
	ENSG00000225393
TMLHE	ENSG00000185973
FRMD6-AS1	ENSG00000273888
LINC02114	ENSG00000249521
CDC42BPB	ENSG00000198752
	ENSG00000255921
	ENSG00000248490
	ENSG00000248813
	ENSG00000275778
	ENSG00000233787
	ENSG00000248337
	ENSG00000286432
C5orf51	ENSG00000205765
AK6P2	ENSG00000257173
	ENSG00000258763
	ENSG00000273853
CISTR	ENSG00000260492
ZDHHC3	ENSG00000163812
PIGU	ENSG00000101464
SPRY3	ENSG00000168939
AMD1P2	ENSG00000237801
DPH3P2	ENSG00000237040
LINC02395	ENSG00000257771
VAMP7	ENSG00000124333
	ENSG00000283286
LINC02111	ENSG00000250822
	ENSG00000248426
	ENSG00000249941
	ENSG00000287581
	ENSG00000248145
	ENSG00000240376
GUSBP1	ENSG00000183666
	ENSG00000279628
	ENSG00000259369
	ENSG00000258539
FCHO1	ENSG00000130475
LINC01491	ENSG00000259572
	ENSG00000232494
	ENSG00000270995
TDRD1	ENSG00000095627
TXNDC8	ENSG00000204193
	ENSG00000232406
	ENSG00000286377
	ENSG00000251654
	ENSG00000276332
	ENSG00000260253
	ENSG00000250455
PSAT1P1	ENSG00000253810
	ENSG00000286753
RFPL4AP7	ENSG00000254268
	ENSG00000250667
	ENSG00000278035
RANP9	ENSG00000253393
DLGAP4-AS1	ENSG00000232907
	ENSG00000285992
	ENSG00000259463
NDUFA5P12	ENSG00000248531
	ENSG00000280396
	ENSG00000259326
LINC02241	ENSG00000251629
	ENSG00000254287
	ENSG00000259346
	ENSG00000253363
	ENSG00000276772
	ENSG00000259255
APH1B	ENSG00000138613
	ENSG00000253342
	ENSG00000249050
MYL9	ENSG00000101335
RPL29P19	ENSG00000224594
	ENSG00000253430
	ENSG00000254194
	ENSG00000253664
HOTAIR	ENSG00000228630
	ENSG00000254625
	ENSG00000240738
	ENSG00000270154
	ENSG00000253616
	ENSG00000288575
NRG1-IT3	ENSG00000254049
	ENSG00000244081
NSA2P7	ENSG00000238251
ELOCP24	ENSG00000228410
TRPC6P	ENSG00000223484
C9orf50	ENSG00000179058
IL9R	ENSG00000124334
	ENSG00000231965
PNOC	ENSG00000168081
	ENSG00000274461
	ENSG00000273986
TGIF2	ENSG00000118707
HMGN2P32	ENSG00000213558
	ENSG00000255628
	ENSG00000249967
	ENSG00000257896
TSTD2	ENSG00000136925
	ENSG00000287502
STIMATE-MUSTN1	ENSG00000248592
PTGES3P4	ENSG00000236937
PNLIPRP3	ENSG00000203837
LACRT	ENSG00000135413
	ENSG00000278428
FAM66A	ENSG00000227888
	ENSG00000253140
	ENSG00000254145
	ENSG00000286798
	ENSG00000287535
TGIF2-RAB5IF	ENSG00000259399
RP1L1	ENSG00000183638
OR7E103P	ENSG00000198787
	ENSG00000251679
	ENSG00000250681
PNMA2	ENSG00000240694
ALG1L7P	ENSG00000251271
	ENSG00000270726
TLX1	ENSG00000107807
	ENSG00000257588
UBA7	ENSG00000182179
WASIR1	ENSG00000185203
DDX11L16	ENSG00000227159
RAB5IF	ENSG00000101084
OPN1LW	ENSG00000102076
CLUHP8	ENSG00000258278
	ENSG00000284692
C4orf50	ENSG00000181215
SLC25A47	ENSG00000140107
	ENSG00000284745
	ENSG00000225952
	ENSG00000280222
PNLIPP1	ENSG00000232091
LRRC18	ENSG00000165383
	ENSG00000231188
HMGN2P34	ENSG00000231471
LINC00866	ENSG00000227356
BRINP1	ENSG00000078725
	ENSG00000250915
KRT74	ENSG00000170484
	ENSG00000249766
CDHR1	ENSG00000148600
ASAP3	ENSG00000088280
	ENSG00000259536
	ENSG00000249077
	ENSG00000250393
ANKH-DT	ENSG00000272057
	ENSG00000286625
ATP5MGP3	ENSG00000249256
	ENSG00000249443
	ENSG00000249016
ARL4AP2	ENSG00000248780
	ENSG00000279097
LINC01019	ENSG00000248118
RPS7P15	ENSG00000237170
TEX28P2	ENSG00000277008
HMX1	ENSG00000215612
FRMD5	ENSG00000171877
TCIRG1	ENSG00000110719
OPN1MW	ENSG00000268221
LINC02123	ENSG00000250668
	ENSG00000286271
	ENSG00000286254
	ENSG00000230571
	ENSG00000253907
	ENSG00000286741
	ENSG00000259036
RBPMS-AS1	ENSG00000254109
	ENSG00000258620
	ENSG00000251434
ZFR	ENSG00000056097
SLIT2-IT1	ENSG00000248228
ASB2	ENSG00000100628
	ENSG00000284847
	ENSG00000249564
	ENSG00000249998
NTF3	ENSG00000185652
ZBTB49	ENSG00000168826
ASH2L	ENSG00000129691
SLA2	ENSG00000101082
	ENSG00000278842
MRPS36P5	ENSG00000257927
OR7E108P	ENSG00000270432
TEX28P1	ENSG00000274962
IPO8	ENSG00000133704
ANKRD19P	ENSG00000187984
	ENSG00000277009
OPN1MW3	ENSG00000269433
ZMYND10-AS1	ENSG00000235058
	ENSG00000280395
PANX2	ENSG00000073150
MST1R	ENSG00000164078
HNRNPA3P2	ENSG00000227688
TEX28	ENSG00000278057
	ENSG00000202255
MRPS26	ENSG00000125901
PLPPR1	ENSG00000148123
TKTL1	ENSG00000007350
OXT	ENSG00000101405
KCNIP4-IT1	ENSG00000280650
HSP90AB2P	ENSG00000205940
	ENSG00000259028
CPEB2-DT	ENSG00000247624
PPP4R4	ENSG00000119698
TRABD	ENSG00000170638
AVP	ENSG00000101200
ADGRA3	ENSG00000152990
RPS15AP27	ENSG00000236783
	ENSG00000235819
RN7SL555P	ENSG00000263905
UBOX5-AS1	ENSG00000235958
NCBP1	ENSG00000136937
UBOX5	ENSG00000185019
	ENSG00000284452
	ENSG00000228643
RACGAP1P1	ENSG00000257331
	ENSG00000257735
	ENSG00000257645
	ENSG00000270333
EIF3A	ENSG00000107581
GPD1	ENSG00000167588
ACP1	ENSG00000143727
FASTKD5	ENSG00000215251
	ENSG00000232702
OR4F1P	ENSG00000220212
	ENSG00000276127
SDHAF4	ENSG00000154079
DDRGK1	ENSG00000198171
LINC02316	ENSG00000258912
	ENSG00000253879
	ENSG00000231830
	ENSG00000285018
OOSP2	ENSG00000149507
	ENSG00000280195
SNORA70	ENSG00000207165
	ENSG00000253483
	ENSG00000279286
	ENSG00000269924
	ENSG00000257976
DNASE1L1	ENSG00000013563
LYN	ENSG00000254087
	ENSG00000258610
TMEM201	ENSG00000188807
	ENSG00000259164
MTND5P35	ENSG00000258923
	ENSG00000287501
ZWILCH	ENSG00000174442
	ENSG00000260810
	ENSG00000270038
	ENSG00000255306
	ENSG00000258572
ITPA	ENSG00000125877
CNTF	ENSG00000242689
	ENSG00000284930
RIMS1	ENSG00000079841
	ENSG00000287471
	ENSG00000273188
LINC02295	ENSG00000258511
	ENSG00000273253
ELK2BP	ENSG00000234402
	ENSG00000287386
KNOP1P2	ENSG00000270429
SELENOO	ENSG00000073169
TEX22	ENSG00000226174
KRT87P	ENSG00000135477
SLC38A9	ENSG00000177058
VPS35	ENSG00000069329
	ENSG00000286900
	ENSG00000251517
PC	ENSG00000173599
	ENSG00000268967
	ENSG00000251638
LINC02472	ENSG00000248338
	ENSG00000249592
	ENSG00000259097
	ENSG00000259166
	ENSG00000256176
CHORDC2P	ENSG00000259050
	ENSG00000275769
ADI1P3	ENSG00000258369
	ENSG00000259039
POLR2KP1	ENSG00000258284
LINC00587	ENSG00000204250
	ENSG00000274682
	ENSG00000242034
HOXC-AS1	ENSG00000250451
	ENSG00000228154
	ENSG00000257228
BCL11B	ENSG00000127152
ENPP7P11	ENSG00000250942
	ENSG00000287659
	ENSG00000272368
SUGT1P4-STRA6LP-CCDC180	ENSG00000255036
EEF1A1P17	ENSG00000257907
ARAP2	ENSG00000047365
NCKAP5L	ENSG00000167566
LINC02606	ENSG00000284693
GRHL3-AS1	ENSG00000232298
LINC01714	ENSG00000227634
	ENSG00000225315
	ENSG00000272836
	ENSG00000259084
	ENSG00000273137
MTOR	ENSG00000198793
TUBGCP6	ENSG00000128159
ZNF75BP	ENSG00000258212
LINC02156	ENSG00000257906
ALKAL1	ENSG00000196711
	ENSG00000256473
	ENSG00000115934
SALL4P5	ENSG00000231915
	ENSG00000285654
ILF2P1	ENSG00000244226
NDUFA9	ENSG00000139180
PDE12	ENSG00000174840
CYCSP22	ENSG00000254358
	ENSG00000271712
	ENSG00000241494
SAMD9	ENSG00000205413
	ENSG00000287437
	ENSG00000253803
	ENSG00000287995
	ENSG00000259053
RPL5P10	ENSG00000234067
	ENSG00000288063
RASSF1-AS1	ENSG00000281358
	ENSG00000258504
RP1	ENSG00000104237
	ENSG00000270941
DLEC1P1	ENSG00000230123
	ENSG00000258666
	ENSG00000250778
	ENSG00000258693
RAC1P9	ENSG00000271306
SOCS5P1	ENSG00000236610
IGHG4	ENSG00000211892
	ENSG00000226587
OXNAD1	ENSG00000154814
	ENSG00000287488
	ENSG00000231255
	ENSG00000236938
	ENSG00000230796
	ENSG00000279067
	ENSG00000237760
	ENSG00000234185
	ENSG00000234105
TAZ	ENSG00000102125
ASB4	ENSG00000005981
THNSL1	ENSG00000185875
ARHGAP23P1	ENSG00000260781
	ENSG00000258811
LINC02288	ENSG00000246548
RPL23AP10	ENSG00000240051
	ENSG00000247970
	ENSG00000259515
	ENSG00000261405
	ENSG00000277287
ATG2B	ENSG00000066739
RHOBTB1	ENSG00000072422
RNU6-1019P	ENSG00000201294
UBE2V1P1	ENSG00000226632
	ENSG00000201346
	ENSG00000288577
	ENSG00000274364
MCTS2P	ENSG00000101898
HM13-IT1	ENSG00000235313
HM13-AS1	ENSG00000230613
	ENSG00000253198
AGGF1P9	ENSG00000260427
	ENSG00000278276
HMGB3P21	ENSG00000224551
	ENSG00000260845
RNU6-384P	ENSG00000201770
GABPAP	ENSG00000235720
ID1	ENSG00000125968
ENPP7P13	ENSG00000261580
	ENSG00000227923
MTCO1P8	ENSG00000234700
VN1R69P	ENSG00000260724
CLUHP11	ENSG00000278138
DDX43P3	ENSG00000230196
	ENSG00000230600
AGFG2	ENSG00000106351
TP53TG3B	ENSG00000261509
MIR3193	ENSG00000264395
COX4I2	ENSG00000131055
SNTG1	ENSG00000147481
HDAC10	ENSG00000100429
TPO	ENSG00000115705
FAM153DP	ENSG00000259966
BCL2L1-AS1	ENSG00000236559
ABALON	ENSG00000281376
TPX2	ENSG00000088325
PBLD	ENSG00000108187
IGHV3OR16-8	ENSG00000271130
CKBP1	ENSG00000260889
	ENSG00000261470
	ENSG00000260590
	ENSG00000279415
	ENSG00000278681
ZNF971P	ENSG00000214581
HERC2P8	ENSG00000261599
	ENSG00000257947
	ENSG00000285517
	ENSG00000241251
	ENSG00000256440
DUX4L27	ENSG00000258794
IGHVIII-16-1	ENSG00000283948
FRMD6-AS2	ENSG00000258537
	ENSG00000256705
IGHV3-23	ENSG00000211949
RPS6KA5	ENSG00000100784
TMBIM7P	ENSG00000230927
SLC6A10P	ENSG00000214617
COL17A1	ENSG00000065618
PBRM1	ENSG00000163939
RBM48	ENSG00000127993
SHMT2	ENSG00000182199
	ENSG00000248918
	ENSG00000249102
KCTD9P5	ENSG00000248216
CDH10	ENSG00000040731
GPR78	ENSG00000155269
	ENSG00000280376
SHISA9	ENSG00000237515
	ENSG00000198555
EEF1A1P28	ENSG00000237709
MTERF1	ENSG00000127989
OR4Q1P	ENSG00000285135
EEF1A1P38	ENSG00000261557
	ENSG00000264689
	ENSG00000261427
TAF5LP1	ENSG00000267369
TEX9	ENSG00000151575
	ENSG00000260296
	ENSG00000277511
	ENSG00000226377
RFPL4AP3	ENSG00000251220
	ENSG00000250098
	ENSG00000275910
	ENSG00000242768
	ENSG00000249828
PEX12	ENSG00000108733
	ENSG00000270812
LINC02447	ENSG00000245468
	ENSG00000237310
NOMO1	ENSG00000103512
OR7E84P	ENSG00000284689
	ENSG00000279379
	ENSG00000227397
NPTX2	ENSG00000106236
TLR10	ENSG00000174123
	ENSG00000248969
TAF11L3	ENSG00000284439
C7	ENSG00000112936
	ENSG00000267648
	ENSG00000267271
NEUROD2	ENSG00000171532
	ENSG00000237572
LINC01446	ENSG00000205628
	ENSG00000273609
	ENSG00000274756
TMEM98	ENSG00000006042
	ENSG00000248532
OR7E86P	ENSG00000248364
COX6B1P5	ENSG00000249047
	ENSG00000260878
C4orf19	ENSG00000154274
TP73	ENSG00000078900
IFITM3P4	ENSG00000230191
	ENSG00000285725
	ENSG00000270957
BET1-AS1	ENSG00000236861
ERVW-1	ENSG00000242950
	ENSG00000272950
	ENSG00000228751
	ENSG00000230801
	ENSG00000203462
MYLK2	ENSG00000101306
TEX47	ENSG00000164645
ZKSCAN1	ENSG00000106261
IFI27	ENSG00000165949
EXOC1	ENSG00000090989
	ENSG00000249927
	ENSG00000287940
	ENSG00000225230
	ENSG00000274832
	ENSG00000250619
	ENSG00000259336
	ENSG00000248624
PPIAP77	ENSG00000249092
	ENSG00000248286
	ENSG00000277878
	ENSG00000260786
	ENSG00000287782
	ENSG00000248160
	ENSG00000232896
MTND2P11	ENSG00000237124
	ENSG00000280185
	ENSG00000213557
	ENSG00000260066
CCDC180	ENSG00000197816
GPX8	ENSG00000164294
LRP4	ENSG00000134569
GCOM1	ENSG00000137878
	ENSG00000253475
	ENSG00000231291
NRG1	ENSG00000157168
ISL1	ENSG00000016082
	ENSG00000228429
RPL32P18	ENSG00000146677
PMS2P3	ENSG00000127957
FOXS1	ENSG00000179772
BCL2L1	ENSG00000171552
IGHVIII-22-2	ENSG00000254045
ANKRD9	ENSG00000156381
	ENSG00000236998
	ENSG00000288062
ELF2P3	ENSG00000232743
UPF3AP3	ENSG00000234709
	ENSG00000258446
LINC02893	ENSG00000269994
IGHV4-34	ENSG00000211956
	ENSG00000249289
	ENSG00000249748
	ENSG00000228373
ATP5MC1P2	ENSG00000283016
	ENSG00000265194
	ENSG00000260761
	ENSG00000251678
	ENSG00000233454
C5orf34-AS1	ENSG00000248554
LINC02310	ENSG00000258808
ANXA1	ENSG00000135046
	ENSG00000280305
LINC02330	ENSG00000258770
	ENSG00000249198
	ENSG00000248349
TAC1	ENSG00000006128
	ENSG00000258698
LINC00237	ENSG00000225127
	ENSG00000258927
ANKH	ENSG00000154122
	ENSG00000283405
RPL24P2	ENSG00000235065
	ENSG00000258919
KIZ	ENSG00000088970
JAG2	ENSG00000184916
LYZL1	ENSG00000120563
	ENSG00000250703
	ENSG00000248148
	ENSG00000255126
SCGB2A2	ENSG00000110484
TTC23L	ENSG00000205838
ZNF257	ENSG00000197134
	ENSG00000267625
	ENSG00000267349
	ENSG00000265115
MRM1	ENSG00000278619
PTGES3P5	ENSG00000234544
ARMH3	ENSG00000120029
	ENSG00000279404
ZNF729	ENSG00000196350
METTL15	ENSG00000169519
	ENSG00000282738
ZNF492	ENSG00000229676
	ENSG00000271117
SEC61G	ENSG00000132432
PCGF2	ENSG00000277258
	ENSG00000261197
	ENSG00000269504
BCAP31P1	ENSG00000261217
LINC02167	ENSG00000261122
ITPRIP-AS1	ENSG00000228261
	ENSG00000268116
RPL13AP6	ENSG00000234118
	ENSG00000237002
	ENSG00000269043
	ENSG00000276867
	ENSG00000228480
	ENSG00000224864
TP53TG3C	ENSG00000205457
	ENSG00000270902
AGAP9	ENSG00000204172
	ENSG00000271182
VN1R84P	ENSG00000268117
KLHL26	ENSG00000167487
ADH5P5	ENSG00000234865
	ENSG00000258354
	ENSG00000261569
LINC02119	ENSG00000248461
PGAM1	ENSG00000171314
	ENSG00000287448
	ENSG00000261200
CICP11	ENSG00000237799
PRELID3BP4	ENSG00000251163
	ENSG00000250118
	ENSG00000228613
EEF2K	ENSG00000103319
IFT22	ENSG00000128581
	ENSG00000235779
TBC1D19	ENSG00000109680
PPWD1	ENSG00000113593
NPAP1P6	ENSG00000238002
SLC35E1	ENSG00000127526
SPATA31A6	ENSG00000185775
	ENSG00000285740
	ENSG00000219928
LINC01492	ENSG00000225564
BDNF	ENSG00000176697
AMBP	ENSG00000106927
	ENSG00000197180
GDI1	ENSG00000203879
ALKAL2	ENSG00000189292
CYP26A1	ENSG00000095596
RNA5SP477	ENSG00000199509
	ENSG00000228604
KIZ-AS1	ENSG00000232712
BNIP3P28	ENSG00000271095
RPL34P20	ENSG00000231508
	ENSG00000261560
	ENSG00000257563
	ENSG00000288026
	ENSG00000260605
RPS15AP1	ENSG00000214535
ZNF877P	ENSG00000226875
	ENSG00000261130
FAM13C	ENSG00000148541
	ENSG00000275457
TMEM161A	ENSG00000064545
RNU6-192P	ENSG00000212555
OVOL2	ENSG00000125850
IQCK	ENSG00000174628
	ENSG00000227713
	ENSG00000275413
	ENSG00000278690
	ENSG00000264791
EPOP	ENSG00000273604
	ENSG00000227364
	ENSG00000280360
	ENSG00000286905
CCL2	ENSG00000108691
	ENSG00000237370
GLRX5	ENSG00000182512
	ENSG00000282381
SNORD17	ENSG00000212232
YBX1P6	ENSG00000213539
	ENSG00000287070
RPL35AP22	ENSG00000235133
MGME1	ENSG00000125871
SPDYE16	ENSG00000185040
GCNT1	ENSG00000187210
TRAPPC12	ENSG00000171853
LDLRAD3	ENSG00000179241
IFI27L1	ENSG00000165948
NME8	ENSG00000086288
	ENSG00000273576
CDC6	ENSG00000094804
PTMAP3	ENSG00000218902
	ENSG00000229262
RPL15P1	ENSG00000227343
RNU7-137P	ENSG00000252597
MEP1AP4	ENSG00000224537
	ENSG00000207282
GGCTP2	ENSG00000232943
DNAJA1	ENSG00000086061
RN7SL14P	ENSG00000266720
RNU2-56P	ENSG00000252635
	ENSG00000287954
	ENSG00000255355
	ENSG00000230010
RN7SKP74	ENSG00000199719
ZNF133-AS1	ENSG00000237259
ALDH3B1	ENSG00000006534
LINC00851	ENSG00000237282
KAT14	ENSG00000149474
	ENSG00000260126
KRT6B	ENSG00000185479
	ENSG00000280067
	ENSG00000282973
	ENSG00000261541
EEF1DP2	ENSG00000226721
	ENSG00000270924
	ENSG00000225337
DAPK1-IT1	ENSG00000236709
GAS1RR	ENSG00000226237
GPRC5B	ENSG00000167191
	ENSG00000203396
	ENSG00000232905
	ENSG00000197550
	ENSG00000286835
C9orf78	ENSG00000136819
GCSHP1	ENSG00000248651
	ENSG00000241739
FAM50A	ENSG00000071859
LINC01147	ENSG00000258826
	ENSG00000213896
NNT-AS1	ENSG00000248092
LINC00524	ENSG00000259023
GLS2	ENSG00000135423
AK7	ENSG00000140057
	ENSG00000214719
	ENSG00000249404
	ENSG00000251189
AK4P2	ENSG00000249410
ATPSCKMT	ENSG00000150756
RPS27AP15	ENSG00000229753
	ENSG00000229115
	ENSG00000230782
	ENSG00000287644
	ENSG00000265689
MAPK12	ENSG00000188130
	ENSG00000277869
PSMD3	ENSG00000108344
PCSK5	ENSG00000099139
MRPS17	ENSG00000239789
	ENSG00000282946
ADI1	ENSG00000182551
CCNYL3	ENSG00000216671
ABHD17AP9	ENSG00000261536
LINC00642	ENSG00000233208
FBXO4	ENSG00000151876
	ENSG00000261153
	ENSG00000224475
QPRT	ENSG00000103485
LINC01865	ENSG00000233684
	ENSG00000228680
	ENSG00000236106
	ENSG00000231482
CYCS	ENSG00000172115
BNIP3P25	ENSG00000268322
	ENSG00000259242
	ENSG00000268892
PXDN	ENSG00000130508
	ENSG00000277766
ELL	ENSG00000105656
PPP1R13B	ENSG00000088808
PET117	ENSG00000232838
MIR6858	ENSG00000276350
CTBP2P6	ENSG00000213697
PLXNA3	ENSG00000130827
LAMP5-AS1	ENSG00000225988
MRPL16	ENSG00000166902
VPS35P1	ENSG00000260809
LAMP5	ENSG00000125869
MYOM3	ENSG00000142661
	ENSG00000284627
	ENSG00000261782
	ENSG00000260352
	ENSG00000261725
	ENSG00000260158
COL1A2	ENSG00000164692
C16orf54	ENSG00000185905
	ENSG00000284969
	ENSG00000279386
UCHL1-AS1	ENSG00000251173
	ENSG00000286418
	ENSG00000285751
LINC02497	ENSG00000251182
	ENSG00000173727
LINC02513	ENSG00000248227
	ENSG00000242262
MTCYBP43	ENSG00000250624
	ENSG00000261566
	ENSG00000260909
NPR3	ENSG00000113389
LINC02890	ENSG00000260905
TNIP2	ENSG00000168884
	ENSG00000260975
	ENSG00000286740
	ENSG00000232738
	ENSG00000286470
	ENSG00000260877
PSMF1	ENSG00000125818
ZNRD2	ENSG00000173465
PHKB	ENSG00000102893
	ENSG00000264968
TBC1D3J	ENSG00000274658
	ENSG00000269796
	ENSG00000240673
SAMD8	ENSG00000156671
	ENSG00000285945
ANGPTL7	ENSG00000171819
	ENSG00000268240
LINC02383	ENSG00000248143
	ENSG00000271149
PPARGC1A	ENSG00000109819
MAP3K11	ENSG00000173327
ARMC6	ENSG00000105676
IKZF3	ENSG00000161405
LAGE3	ENSG00000196976
RAD1P1	ENSG00000234569
C9orf57	ENSG00000204669
	ENSG00000287427
RPL17P36	ENSG00000236058
C10orf88B	ENSG00000255624
NUTM2A-AS1	ENSG00000223482
ACTG1P3	ENSG00000215388
	ENSG00000274269
RUNX3-AS1	ENSG00000229162
C20orf202	ENSG00000215595
UBL4A	ENSG00000102178
HES5	ENSG00000197921
SNPH	ENSG00000101298
	ENSG00000233755
	ENSG00000228391
LINC01304	ENSG00000237401
	ENSG00000261604
LAPTM4BP2	ENSG00000271266
	ENSG00000229079
LINC02120	ENSG00000248279
PPIAP69	ENSG00000228337
PARK7	ENSG00000116288
	ENSG00000287988
	ENSG00000231521
RPS29P17	ENSG00000227852
MAMDC2-AS1	ENSG00000204706
SMARCC1	ENSG00000173473
	ENSG00000248378
PART1	ENSG00000152931
SLC10A3	ENSG00000126903
	ENSG00000279495
IGHV1-12	ENSG00000254174
GOLGA5	ENSG00000066455
	ENSG00000230515
	ENSG00000234929
TLE1	ENSG00000196781
SDCBP2	ENSG00000125775
LINC01250	ENSG00000234423
RN7SL697P	ENSG00000264484
MAPK11	ENSG00000185386
	ENSG00000261773
SNTG2-AS1	ENSG00000235688
TMEM18-DT	ENSG00000233296
G6PD	ENSG00000160211
LINC01875	ENSG00000225942
TAF11L8	ENSG00000283967
	ENSG00000250418
	ENSG00000231173
TAF11L9	ENSG00000283988
LINC02065	ENSG00000248846
ID2	ENSG00000115738
HSPB3	ENSG00000169271
	ENSG00000255031
	ENSG00000232767
	ENSG00000249579
	ENSG00000285615
	ENSG00000278734
	ENSG00000233340
LINC02213	ENSG00000249160
PACSIN3	ENSG00000165912
SH3PXD2A-AS1	ENSG00000280693
GCNT1P2	ENSG00000249206
	ENSG00000249456
	ENSG00000259663
ITPRIP	ENSG00000148841
FST	ENSG00000134363
CEP170B	ENSG00000099814
PDCD4	ENSG00000150593
	ENSG00000232979
MIR7515HG	ENSG00000236172
H3P19	ENSG00000271296
PRKAA1	ENSG00000132356
TNFRSF14-AS1	ENSG00000238164
	ENSG00000274322
	ENSG00000285656
	ENSG00000230851
	ENSG00000280162
SDCBP2-AS1	ENSG00000234684
	ENSG00000271028
MT1XP1	ENSG00000233929
	ENSG00000287810
	ENSG00000271742
IL22RA1	ENSG00000142677
NAALADL1	ENSG00000168060
	ENSG00000229728
	ENSG00000240980
MIR6869	ENSG00000284436
TRAPPC12-AS1	ENSG00000225234
SIRPB2	ENSG00000196209
NR0B2	ENSG00000131910
	ENSG00000203635
	ENSG00000287583
	ENSG00000235403
LINC01939	ENSG00000228799
	ENSG00000233633
IFNLR1	ENSG00000185436
	ENSG00000283766
CRTAP	ENSG00000170275
ALLC	ENSG00000151360
	ENSG00000227482
MYO5BP3	ENSG00000228656
ASB6	ENSG00000148331
MTCO3P44	ENSG00000248654
	ENSG00000248851
	ENSG00000280244
	ENSG00000248262
	ENSG00000269373
GPR65	ENSG00000140030
	ENSG00000249452
	ENSG00000242324
	ENSG00000248936
RNU6-917P	ENSG00000252103
DCD	ENSG00000161634
LINC02270	ENSG00000251210
ZNF208	ENSG00000160321
SIRPD	ENSG00000125900
LINC01247	ENSG00000227007
TMEM260	ENSG00000070269
CFAP58	ENSG00000120051
SNTG2	ENSG00000172554
ADRA2C	ENSG00000184160
LINC02040	ENSG00000243149
C22orf39	ENSG00000242259
	ENSG00000286842
DPP3P2	ENSG00000221844
CDRT15P5	ENSG00000239792
	ENSG00000235901
	ENSG00000287873
	ENSG00000244730
GAS1	ENSG00000180447
SPON2	ENSG00000159674
	ENSG00000271523
	ENSG00000228438
	ENSG00000276385
	ENSG00000227269
	ENSG00000275222
	ENSG00000229582
ZNF209P	ENSG00000269138
SNX21	ENSG00000124104
CNTN4	ENSG00000144619
	ENSG00000228957
	ENSG00000269480
	ENSG00000231741
	ENSG00000267886
	ENSG00000279377
CORO2A	ENSG00000106789
	ENSG00000277825
	ENSG00000268461
DNA2	ENSG00000138346
	ENSG00000249695
MEI1	ENSG00000167077
MAP1S	ENSG00000130479
TAF11L7	ENSG00000284465
	ENSG00000270273
UQCRBP3	ENSG00000249928
TUBB8P4	ENSG00000250788
EEF1A1P13	ENSG00000250182
	ENSG00000254633
	ENSG00000279470
	ENSG00000279671
	ENSG00000280187
	ENSG00000274124
LIN28A	ENSG00000131914
	ENSG00000256625
TTC23L-AS1	ENSG00000272323
GUSB	ENSG00000169919
TAF11L2	ENSG00000284373
	ENSG00000250068
	ENSG00000250764
KRT18P36	ENSG00000226246
	ENSG00000287947
RPAP3	ENSG00000005175
MRPS30	ENSG00000112996
PTGS1	ENSG00000095303
	ENSG00000226396
FAM223A	ENSG00000279245
PRAMEF6	ENSG00000232423
ATF4P2	ENSG00000273041
	ENSG00000232155
	ENSG00000228464
FMN2P1	ENSG00000231388
	ENSG00000236160
RPL7P58	ENSG00000216938
HMGA1P1	ENSG00000236683
RNU1-142P	ENSG00000252491
	ENSG00000283446
	ENSG00000276391
	ENSG00000235461
ZNF711	ENSG00000147180
	ENSG00000229247
CTDSPL2	ENSG00000137770
ABHD17AP7	ENSG00000260864
CLIC4	ENSG00000169504
GHR	ENSG00000112964
FRG2IP	ENSG00000260598
ACOT8	ENSG00000101473
MYLK3	ENSG00000140795
	ENSG00000223884
LINC01248	ENSG00000224128
	ENSG00000224661
	ENSG00000227061
SLIT2	ENSG00000145147
	ENSG00000230668
	ENSG00000285591
TMSB4XP2	ENSG00000188765
	ENSG00000228585
LINC00632	ENSG00000203930
RPL30P3	ENSG00000223640
	ENSG00000224311
NPM1P39	ENSG00000225159
	ENSG00000260063
	ENSG00000272088
LINC01784	ENSG00000228338
	ENSG00000270728
COLEC11	ENSG00000118004
	ENSG00000206813
LUZP1	ENSG00000169641
SREBF2-AS1	ENSG00000184068
SREBF2	ENSG00000198911
GPR3	ENSG00000181773
KRT126P	ENSG00000257402
	ENSG00000273046
KDF1	ENSG00000175707
	ENSG00000259937
	ENSG00000287835
KRT76	ENSG00000185069
	ENSG00000260312
	ENSG00000261259
ACTG1P20	ENSG00000241547
	ENSG00000280180
DPPA2P2	ENSG00000224129
	ENSG00000226280
LINC02127	ENSG00000261637
	ENSG00000233710
ARHGEF19-AS1	ENSG00000234166
BMI1P1	ENSG00000234201
RAB9B	ENSG00000123570
H3P1	ENSG00000230228
CAMTA1-DT	ENSG00000237436
MTND2P17	ENSG00000258239
UQCRHL	ENSG00000233954
HMGN2P41	ENSG00000261620
	ENSG00000256663
PSMA6	ENSG00000100902
SUMO2P3	ENSG00000224971
RNA5SP511	ENSG00000222419
	ENSG00000260419
CD164L2	ENSG00000174950
HOXC10	ENSG00000180818
H2BP9	ENSG00000231787
	ENSG00000260184
	ENSG00000276298
GRM3-AS1	ENSG00000233073
ELF2P1	ENSG00000234345
	ENSG00000254651
LINC02184	ENSG00000260854
	ENSG00000286369
